code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.09626,2021-10-20 00:00:00,628.0,640.0,640.5,618.0,0.0,0.00295,1132679,717502311.0,6.400665004156276,601.5
HK.09626,2021-10-21 00:00:00,639.0,637.5,643.5,622.0,0.0,0.00178,682329,433834292.0,-0.390625,640.0
HK.09626,2021-10-22 00:00:00,641.0,651.0,657.0,640.0,0.0,0.00121,466501,302908765.0,2.1176470588235294,637.5
HK.09626,2021-10-25 00:00:00,644.0,651.5,652.5,624.5,0.0,0.00086,330558,213678319.0,0.07680491551459294,651.0
HK.09626,2021-10-26 00:00:00,634.0,625.5,645.5,621.0,0.0,0.00161,620334,390075197.0,-3.9907904834996164,651.5
HK.09626,2021-10-27 00:00:00,585.0,593.5,595.0,581.5,0.0,0.00173,666445,393522290.0,-5.115907274180655,625.5
HK.09626,2021-10-28 00:00:00,598.5,592.5,606.5,588.0,0.0,0.00081,310777,184918377.0,-0.16849199663016007,593.5
HK.09626,2021-10-29 00:00:00,595.5,588.5,595.5,583.0,0.0,0.00056,216331,127616585.0,-0.6751054852320675,592.5
HK.09626,2021-11-01 00:00:00,575.0,581.0,581.0,561.5,0.0,0.00108,416108,238674158.0,-1.274426508071368,588.5
HK.09626,2021-11-02 00:00:00,639.0,614.0,639.0,612.5,0.0,0.00242,928566,580861358.0,5.679862306368331,581.0
HK.09626,2021-11-03 00:00:00,612.0,616.0,619.0,598.0,0.0,0.00085,328107,200746001.0,0.32573289902280134,614.0
HK.09626,2021-11-04 00:00:00,623.0,629.0,636.0,620.0,0.0,0.001,384409,242003472.0,2.1103896103896105,616.0
HK.09626,2021-11-05 00:00:00,595.0,595.0,602.0,588.0,0.0,0.00183,702729,418233678.0,-5.405405405405405,629.0
HK.09626,2021-11-08 00:00:00,589.0,600.0,616.0,588.0,0.0,0.0014,536921,323352585.0,0.8403361344537815,595.0
HK.09626,2021-11-09 00:00:00,609.0,611.0,616.5,607.5,0.0,0.00187,720537,441155873.0,1.8333333333333333,600.0
HK.09626,2021-11-10 00:00:00,611.0,630.5,630.5,605.5,0.0,0.00149,574261,355778127.0,3.1914893617021276,611.0
HK.09626,2021-11-11 00:00:00,639.0,656.0,662.0,631.0,0.0,0.00265,1017081,661755553.0,4.044409199048374,630.5
HK.09626,2021-11-12 00:00:00,670.0,665.5,670.0,655.5,0.0,0.00172,662679,439280976.0,1.4481707317073171,656.0
HK.09626,2021-11-15 00:00:00,675.0,677.0,682.0,670.5,0.0,0.00167,641519,434301276.0,1.7280240420736288,665.5
HK.09626,2021-11-16 00:00:00,674.0,698.5,710.0,665.0,0.0,0.0022,847443,586712360.0,3.1757754800590843,677.0
HK.09626,2021-11-17 00:00:00,691.5,706.0,707.0,688.5,0.0,0.00167,640035,448123076.0,1.0737294201861132,698.5
HK.09626,2021-11-18 00:00:00,633.0,630.0,637.0,616.0,0.0,0.00467,1793338,1125722227.0,-10.764872521246458,706.0
HK.09626,2021-11-22 00:00:00,532.5,564.0,584.0,532.5,0.0,0.01042,4038654,2261982714.0,-10.476190476190476,630.0
HK.09626,2021-11-23 00:00:00,542.5,547.0,554.5,540.0,0.0,0.00532,2060611,1128196270.0,-3.0141843971631204,564.0
HK.09626,2021-11-24 00:00:00,547.0,549.5,558.0,546.0,0.0,0.00353,1368943,752253173.0,0.4570383912248629,547.0
HK.09626,2021-11-25 00:00:00,565.5,576.0,581.0,562.5,0.0,0.00337,1306227,737886258.0,4.822565969062785,549.5
HK.09626,2021-11-26 00:00:00,575.0,562.0,575.0,561.5,0.0,0.00193,747486,422973178.0,-2.430555555555556,576.0
HK.09626,2021-11-29 00:00:00,540.0,533.5,552.0,530.0,0.0,0.00403,1560709,841353710.0,-5.0711743772241995,562.0
HK.09626,2021-11-30 00:00:00,532.5,517.5,535.5,510.0,0.0,0.00342,1326675,688170274.0,-2.999062792877226,533.5
HK.09626,2021-12-01 00:00:00,514.5,519.5,526.5,511.5,0.0,0.00183,710968,370151038.0,0.3864734299516908,517.5
HK.09626,2021-12-02 00:00:00,498.0,485.0,499.0,484.0,0.0,0.00559,2165913,1059274936.0,-6.641000962463909,519.5
HK.09626,2021-12-03 00:00:00,461.2,450.0,462.4,448.6,0.0,0.00732,2836260,1281800470.0,-7.216494845360824,485.0
HK.09626,2021-12-06 00:00:00,432.6,430.2,439.0,422.4,0.0,0.00562,2179884,940514228.0,-4.400000000000002,450.0
HK.09626,2021-12-07 00:00:00,450.0,458.8,458.8,440.8,0.0,0.00384,1489558,671027428.0,6.648070664807072,430.2
HK.09626,2021-12-08 00:00:00,480.6,467.6,482.4,462.2,0.0,0.0038,1471243,690828413.0,1.9180470793374045,458.8
HK.09626,2021-12-09 00:00:00,471.0,471.6,479.8,470.0,0.0,0.0017,658419,312006228.0,0.8554319931565441,467.6
HK.09626,2021-12-10 00:00:00,468.2,457.0,468.2,453.2,0.0,0.00152,590067,270407162.0,-3.0958439355385967,471.6
HK.09626,2021-12-13 00:00:00,462.2,461.0,484.4,459.0,0.0,0.00163,633182,295929281.0,0.87527352297593,457.0
HK.09626,2021-12-14 00:00:00,437.0,434.6,438.2,425.8,0.0,0.00296,1147016,493362562.0,-5.7266811279826415,461.0
HK.09626,2021-12-15 00:00:00,415.6,414.4,419.2,408.4,0.0,0.00364,1411296,583803694.0,-4.647952139898768,434.6
HK.09626,2021-12-16 00:00:00,400.4,404.4,405.0,390.2,0.0,0.00429,1660845,659276363.0,-2.413127413127413,414.4
HK.09626,2021-12-17 00:00:00,396.8,384.0,396.8,380.6,0.0,0.0038,1472098,565498606.0,-5.044510385756671,404.4
HK.09626,2021-12-20 00:00:00,385.0,374.0,392.4,371.4,0.0,0.00191,741913,281450098.0,-2.604166666666667,384.0
HK.09626,2021-12-21 00:00:00,343.0,358.4,360.4,341.0,0.0,0.00431,1670446,586185323.0,-4.171122994652412,374.0
HK.09626,2021-12-22 00:00:00,384.0,379.8,388.0,375.4,0.0,0.00222,859591,327740570.0,5.970982142857153,358.4
HK.09626,2021-12-23 00:00:00,365.6,355.2,367.8,352.4,0.0,0.00381,1477879,529632121.0,-6.477093206951033,379.8
HK.09626,2021-12-24 00:00:00,358.8,353.0,358.8,350.4,0.0,0.0005,194893,68772456.0,-0.6193693693693662,355.2
HK.09626,2021-12-28 00:00:00,350.0,343.8,352.8,340.8,0.0,0.00241,934095,320774768.0,-2.6062322946175605,353.0
HK.09626,2021-12-29 00:00:00,340.2,341.2,343.8,338.4,0.0,0.00141,547227,186580714.0,-0.7562536358347942,343.8
HK.09626,2021-12-30 00:00:00,336.0,332.8,336.0,328.2,0.0,0.00194,753503,250232299.0,-2.4618991793669336,341.2
HK.09626,2021-12-31 00:00:00,372.0,358.6,373.0,357.0,0.0,0.00387,1499591,542785592.0,7.752403846153849,332.8
HK.09626,2022-01-03 00:00:00,360.0,358.0,369.4,355.2,0.0,0.00201,780521,282152274.0,-0.16731734523146197,358.6
HK.09626,2022-01-04 00:00:00,343.0,334.8,347.4,331.0,0.0,0.00316,1225944,411941811.0,-6.480446927374299,358.0
HK.09626,2022-01-05 00:00:00,317.2,299.2,317.2,298.2,0.0,0.0055,2130538,648951188.0,-10.633213859020318,334.8
HK.09626,2022-01-06 00:00:00,291.0,286.8,295.0,279.0,0.0,0.00765,2966438,844715797.0,-4.14438502673796,299.2
HK.09626,2022-01-07 00:00:00,300.0,296.2,300.0,284.4,0.0,0.00669,2593964,760331834.0,3.277545327754525,286.8
HK.09626,2022-01-10 00:00:00,294.0,306.0,312.8,291.4,0.0,0.00455,1763293,536934034.0,3.308575286968269,296.2
HK.09626,2022-01-11 00:00:00,313.4,314.0,320.0,308.6,0.0,0.00423,1638697,515134244.0,2.6143790849673203,306.0
HK.09626,2022-01-12 00:00:00,325.2,333.0,333.2,321.4,0.0,0.00599,2321239,762178374.0,6.050955414012739,314.0
HK.09626,2022-01-13 00:00:00,328.0,315.8,329.4,313.0,0.0,0.00406,1572584,499097071.0,-5.1651651651651616,333.0
HK.09626,2022-01-14 00:00:00,292.4,297.6,298.0,287.0,0.0,0.00436,1687980,493303154.0,-5.763141228625709,315.8
HK.09626,2022-01-17 00:00:00,298.4,297.0,300.4,292.4,0.0,0.0014,542566,160429799.0,-0.20161290322581407,297.6
HK.09626,2022-01-18 00:00:00,297.4,291.0,303.8,286.6,0.0,0.00235,911182,268149406.0,-2.0202020202020203,297.0
HK.09626,2022-01-19 00:00:00,291.2,290.8,298.6,288.2,0.0,0.00224,869660,255011574.0,-0.06872852233676585,291.0
HK.09626,2022-01-20 00:00:00,293.4,306.6,309.0,291.2,0.0,0.00731,2831892,859071749.0,5.4332874828060564,290.8
HK.09626,2022-01-21 00:00:00,304.0,308.8,318.0,299.0,0.0,0.0041,1589096,489109660.0,0.7175472928897548,306.6
HK.09626,2022-01-24 00:00:00,285.2,282.6,286.0,281.0,0.0,0.00453,1755024,496012650.0,-8.484455958549217,308.8
HK.09626,2022-01-25 00:00:00,274.0,266.4,274.8,262.8,0.0,0.00476,1843807,496713357.0,-5.732484076433137,282.6
HK.09626,2022-01-26 00:00:00,268.0,267.8,274.2,263.2,0.0,0.00171,664388,177981818.0,0.5255255255255384,266.4
HK.09626,2022-01-27 00:00:00,248.6,241.2,250.0,234.0,0.0,0.00717,2779678,666557310.0,-9.932785660941008,267.8
HK.09626,2022-01-28 00:00:00,235.0,232.6,237.2,230.6,0.0,0.00366,1418212,331246274.0,-3.565505804311772,241.2
HK.09626,2022-01-31 00:00:00,236.6,242.8,248.0,235.8,0.0,0.0018,696866,169759446.0,4.385210662080833,232.6
HK.09626,2022-02-04 00:00:00,253.2,254.6,255.8,250.2,0.0,0.00308,1193731,302470077.0,4.859967051070833,242.8
HK.09626,2022-02-07 00:00:00,259.2,257.2,260.6,253.4,0.0,0.00256,990709,253053675.0,1.0212097407698328,254.6
